phrase,prompt
I really sad feel all time the.,Emotional pain
Feel I really sad the time all.,Emotional pain
I feel sad really all the time.,Emotional pain
I really feel all sad time the.,Emotional pain
I something feel hurt in me breath taking and cant I take breath my,Hard to breath
I feel hurt something me in taking breath and cant I take breath my,Hard to breath
I hurt something feel me in taking and breath I cant my take breath,Hard to breath
Feel I something me hurt taking in breath and cant I take breath my,Hard to breath
Is my nose congested all the there time and ' this s gluey in secretion my throat makes that impossible it for me to sleep. I often have to sitting down nap.,Hard to breath
Nose my congested is the all time and there ' this s gluey secretion my in throat that makes it impossible for me to sleep. often I nap have down to sitting.,Hard to breath
Nose is my congested all time the and there ' s gluey this my secretion in throat makes that it for impossible to me sleep. I often have nap to sitting down.,Hard to breath
Is my congested nose all time the there and ' s this gluey in secretion throat my that makes it impossible for me to sleep I. often have to nap sitting down.,Hard to breath
When get I up found that have I stomach a ache tried and I to take medecine but stomach still my hurting me,Stomach ache
When get up I that found I have a stomach ache and I to tried take medecine but my stomach hurting still me,Stomach ache
Get when up found I I that have a stomach ache and I tried take to medecine but my stomach still me hurting,Stomach ache
Get I when up that found I have stomach a and ache I tried take to medecine but my stomach still hurting me,Stomach ache
left my side much aches,Internal pain
Left my side much aches,Internal pain
left side my aches much,Internal pain
my side left much aches,Internal pain
Ear my hurts when touch I. it,Ear ache
My ear hurts when I touch. it,Ear ache
Ear my when hurts I touch. it,Ear ache
My hurts ear when touch it I.,Ear ache
"Won you ' me t believe, but this infected wound on my hand is from a cut paper I t didn ' take seriously.",Infected wound
"Won you t ' me believe, but this infected wound my on is hand a paper from I cut didn ' t take seriously.",Infected wound
"' you won t but believe me, this wound infected my on hand is from a paper I cut didn ' t take seriously.",Infected wound
"You ' won t believe me, but this infected wound my on is hand a from cut paper I didn ' t take. seriously",Infected wound
These spots red on my cheeks new are What. it is?,Skin issue
Red these spots on cheeks my new are. What is? it,Skin issue
These red spots on cheeks my new are. What is it?,Skin issue
Red these on spots cheeks my are new. What it is?,Skin issue
Have I a rash after skin an eating ice - cream.,Skin issue
I have skin a rash after eating an - ice cream.,Skin issue
I have rash a skin after ice eating an - cream.,Skin issue
I have skin a after rash an eating ice -. cream,Skin issue
I have a pain sharp in my abdomen.,Internal pain
Have I sharp a in pain my abdomen.,Internal pain
Have I a pain sharp in abdomen my.,Internal pain
I have a sharp pain my in abdomen.,Internal pain
Feel a I strange and powerful inside pain my cage rib,Heart hurts
I a feel powerful strange and pain inside my cage rib,Heart hurts
I feel a and strange powerful pain inside my cage rib,Heart hurts
Feel I a strange powerful and pain inside my rib cage,Heart hurts
hair using tonic,Hair falling out
using tonic hair,Hair falling out
using tonic hair,Hair falling out
using tonic hair,Hair falling out
Long this on scar left my buttock from is falling off my bike mountain.,Injury from sports
Long scar this on left my buttock is falling from off my bike mountain.,Injury from sports
Long scar this on my left buttock is from off falling my mountain bike.,Injury from sports
Long this scar on my buttock left is off from falling my mountain. bike,Injury from sports
"Feel I just like I can t ' cope anymore, feel overwhelmed I and like just I can ' t a get break.",Emotional pain
"I feel I like just can t ' cope, anymore I feel overwhelmed and like just I ' can t get break a.",Emotional pain
"I feel I like just can t ' cope anymore, I feel and like overwhelmed can I just ' get t a. break",Emotional pain
"I feel I like ' just can t cope anymore, feel I and overwhelmed like I just can t ' a get. break",Emotional pain
"I feel chilly, an ice like cube My. said sister needs that she blankets several to cover her so that is warm she enough.",Feeling cold
"I chilly feel, an like ice. cube sister My said that needs she blankets several to cover her that she so warm is enough.",Feeling cold
"I feel, chilly like an ice cube. said My that sister she several needs to blankets cover her so she that warm enough is.",Feeling cold
"I feel chilly like, cube an ice. My sister that said needs she several blankets to cover her so that is she enough warm.",Feeling cold
I a carried bag heavy yesterday when and get I today up I felt a great shoulder. pain,Shoulder pain
I carried a heavy yesterday and bag when I get up today I felt great a pain shoulder.,Shoulder pain
Carried I a bag heavy yesterday and when get I today up felt a I great shoulder pain.,Shoulder pain
I carried a heavy bag yesterday and when get I today up felt I a shoulder great pain.,Shoulder pain
"I have blurry a vision can and i ' t in see the darkness, is the what doctor reason?",Blurry vision
"Have I a blurry vision and i ' can t in see darkness the, what is the doctor reason?",Blurry vision
"I have a blurry vision and i can ' see t in the darkness, is what reason the doctor?",Blurry vision
"Have I a blurry vision and i can ' see t in darkness the, is what reason the doctor?",Blurry vision
When I m tired ' I feel my heavy head,Head ache
When I ' m I tired feel my head heavy,Head ache
I when ' m I tired feel my heavy head,Head ache
When I ' m tired feel I heavy my head,Head ache
i have difficulty neck moving my,Neck pain
Have I moving difficulty my neck,Neck pain
I have difficulty moving my neck,Neck pain
have I difficulty my moving neck,Neck pain
My hurts back so I much ' can t bend down to tie my shoelaces.,Back pain
My back hurts so much I can t ' bend down to tie my shoelaces.,Back pain
Back my so hurts much can ' I t down bend to tie my shoelaces.,Back pain
My back hurts so much can I ' t bend down to my tie. shoelaces,Back pain
I have ear a ache when go I to the pool,Ear ache
I have a ear when ache I go to pool the,Ear ache
Have I ear a ache I when go to pool the,Ear ache
I have a ear ache when to I go the pool,Ear ache
Heart my hurts I when exercise,Heart hurts
My heart hurts I exercise when,Heart hurts
My heart when hurts exercise I,Heart hurts
My hurts when heart I exercise,Heart hurts
Neck my hurts me and i t can ' stand with pain this,Neck pain
My neck me hurts i and can ' t stand with this pain,Neck pain
My neck me hurts i and can ' stand t with pain this,Neck pain
My neck hurts me i and can stand ' with t this pain,Neck pain
i have in disterbance emotion my,Emotional pain
have disterbance I in my emotion,Emotional pain
have disterbance I in my emotion,Emotional pain
i disterbance have in emotion my,Emotional pain
I anytime play tennis I feel shoulder pain a,Shoulder pain
Anytime play I I tennis a feel shoulder pain,Shoulder pain
I anytime play tennis feel I shoulder a pain,Shoulder pain
Anytime I play tennis I a pain feel shoulder,Shoulder pain
i weak feel,Body feels weak
feel I weak,Body feels weak
i weak feel,Body feels weak
i weak feel,Body feels weak
When I sneeze very hard feel I ear ache,Ear ache
When sneeze I hard very I ear feel ache,Ear ache
When I very sneeze hard feel I ache ear,Ear ache
I when sneeze hard very I ear feel ache,Ear ache
I like feel heart my on is fire.,Heart hurts
Feel I my like is heart on fire.,Heart hurts
I feel my like is heart fire on.,Heart hurts
I my feel like heart on is fire.,Heart hurts
When I my lift up arms I have a in my soreness shoulders,Shoulder pain
When I my lift up I arms have a in soreness my shoulders,Shoulder pain
I when lift my arms up I a have in soreness shoulders my,Shoulder pain
I when lift arms my up I a have soreness in shoulders my,Shoulder pain
I a feel clicking sensation in my knee each I time step.,Joint pain
Feel I clicking a sensation in knee my each time step I.,Joint pain
Feel I clicking a sensation in knee my each time I. step,Joint pain
I feel a clicking in sensation my each knee I time. step,Joint pain
Wound surgical infections,Infected wound
Wound surgical infections,Infected wound
Wound surgical infections,Infected wound
Wound surgical infections,Infected wound
"swelling redness, and, difficulty walking",Knee pain
"redness, , swelling and difficulty walking",Knee pain
"redness swelling, , walking and difficulty",Knee pain
